Prices,calories,protein,carbs,fat,nutrition_score
529.66,364,6,52,15,7.4
529.66,383,4,60,16,4.0
529.66,418,7,50,22,2.0
529.66,483,6,66,15,10.2
529.66,468,7,43,24,-1.4000000000000004
529.66,413,4,55,16,3.0
529.66,444,5,40,24,-6.0
470.0,359,5,69,28,-4.199999999999999
490.0,402,5,69,15,8.8
529.66,425,6,51,29,-6.799999999999999
529.66,468,4,45,29,-12.0
529.66,468,5,48,21,-1.3999999999999986
529.66,480,3,46,23,-7.799999999999999
529.66,370,3,57,28,-10.6
420.0,374,4,53,15,3.6000000000000014
400.0,373,6,51,19,3.200000000000001
280.0,388,5,51,27,-6.799999999999999
320.0,419,3,49,20,-4.199999999999999
340.0,364,3,46,15,0.200000000000001
370.0,482,7,61,15,11.2
300.0,461,5,40,21,-3.0
170.0,478,4,44,27,-10.2
250.0,420,7,51,26,-1.799999999999999
250.0,443,7,50,20,4.0
80.0,460,5,51,23,-2.799999999999999
80.0,424,5,55,28,-7.0
130.0,369,5,53,15,5.600000000000001
60.0,422,6,63,23,1.6000000000000014
80.0,495,3,59,28,-10.2
250.0,357,5,55,27,-6.0
170.0,459,7,65,29,-2.0
240.0,484,3,49,17,-1.1999999999999993
180.0,424,4,46,20,-2.799999999999999
125.0,419,5,47,22,-2.5999999999999996
280.0,457,7,52,29,-4.6
250.0,383,4,69,25,-3.1999999999999993
180.0,440,4,63,20,0.6000000000000014
150.0,429,5,60,26,-4.0
210.0,384,6,56,23,0.200000000000001
320.0,418,5,40,29,-11.0
278.81,393,5,54,27,-6.199999999999999
278.81,409,5,44,23,-4.199999999999999
259.0,451,4,62,15,5.4
295.76,461,5,42,28,-9.6
295.76,398,5,51,15,5.200000000000001
92.37,368,5,62,16,6.4
259.0,356,3,67,23,-3.5999999999999996
259.0,447,4,60,18,2.0
253.39,459,7,42,27,-4.6
249.0,375,6,43,25,-4.4
92.37,449,5,69,18,5.800000000000001
92.37,367,6,40,29,-9.0
83.9,431,5,45,29,-10.0
83.9,389,5,51,16,4.200000000000001
83.9,355,7,44,29,-6.199999999999999
270.34,384,7,54,17,7.800000000000001
274.0,431,3,66,19,0.200000000000001
83.9,364,3,41,25,-10.8
249.0,371,6,44,21,-0.1999999999999993
92.37,411,4,43,18,-1.4000000000000004
92.37,493,5,55,16,5.0
295.76,371,3,69,26,-6.199999999999999
92.37,421,7,68,17,10.6
75.42,413,3,46,18,-2.799999999999999
83.9,459,4,69,23,-1.1999999999999993
83.9,471,6,57,16,7.4
92.37,400,3,52,21,-4.6
83.9,404,7,66,21,6.200000000000001
83.9,441,6,55,15,8.0
83.9,434,3,64,23,-4.199999999999999
92.37,485,3,62,27,-8.6
92.37,424,5,59,29,-7.199999999999999
92.37,430,4,57,16,3.4000000000000004
312.71,389,7,43,18,4.6
270.34,476,3,62,22,-3.5999999999999996
278.81,448,6,57,22,1.4000000000000004
278.81,389,5,62,17,5.4
253.39,435,3,61,20,-1.799999999999999
278.81,458,5,59,17,4.800000000000001
278.81,448,3,64,20,-1.1999999999999993
295.76,429,3,57,23,-5.6
295.76,389,6,65,27,-2.0
249.0,401,4,59,26,-6.199999999999999
274.0,464,6,57,25,-1.5999999999999996
259.0,374,4,55,23,-4.0
259.0,412,4,63,20,0.6000000000000014
259.0,473,7,41,21,1.200000000000001
249.0,402,4,44,28,-11.2
249.0,398,7,59,19,6.800000000000001
529.66,442,6,40,24,-4.0
529.66,433,7,41,18,4.200000000000001
529.66,490,7,55,23,2.0
260.24,358,3,50,24,-8.0
339.44,352,4,57,27,-7.6
199.0,374,26,43,23,37.6
179.0,372,22,53,24,30.6
219.0,409,21,46,24,27.200000000000003
199.0,508,16,32,15,23.4
109.0,596,27,69,11,56.8
179.0,681,19,55,13,36.0
249.0,496,22,59,11,44.8
209.0,368,27,35,16,45.0
269.0,401,27,43,22,40.6
179.0,382,16,62,11,33.4
179.0,491,15,32,14,22.4
179.0,666,16,46,23,18.200000000000003
199.0,356,29,53,13,55.6
119.0,400,17,45,24,19.0
109.0,537,27,35,18,43.0
169.0,629,18,67,15,34.4
99.0,561,18,53,19,27.6
389.0,488,23,43,16,38.6
359.0,693,24,37,14,41.4
179.0,639,18,49,12,33.8
309.0,689,20,53,17,33.6
149.0,366,25,41,18,40.2
89.0,368,29,49,15,52.8
249.0,412,23,41,13,41.2
249.0,467,19,48,12,35.6
249.0,450,18,60,22,26.0
239.0,614,29,59,18,51.8
119.0,435,20,38,14,33.6
119.0,609,20,69,24,29.8
199.0,545,21,40,23,27.0
199.0,440,25,30,16,40.0
199.0,562,17,33,17,23.6
129.0,672,22,63,22,34.6
59.0,548,28,50,20,46.0
79.0,621,15,38,19,18.6
199.0,507,16,62,16,28.4
299.0,387,25,50,17,43.0
299.0,416,15,40,10,28.0
309.0,484,19,54,19,29.8
309.0,490,19,64,14,36.8
359.0,473,15,46,19,20.200000000000003
359.0,562,24,48,22,35.6
359.0,376,22,42,16,36.4
359.0,492,18,60,21,27.0
389.0,385,21,61,23,31.200000000000003
389.0,450,29,47,15,52.4
389.0,547,27,42,22,40.4
389.0,430,24,33,17,37.6
389.0,510,17,33,13,27.6
529.66,590,16,44,19,21.8
529.66,604,27,65,24,43.0
529.66,394,17,54,13,31.8
529.66,441,22,59,21,34.8
99.0,436,18,39,24,19.8
109.0,545,28,49,12,53.8
119.0,437,16,53,10,32.6
89.0,355,15,69,16,27.8
109.0,680,28,49,21,44.8
219.0,590,19,45,18,29.0
249.0,433,21,62,18,36.4
269.0,620,27,66,11,56.2
169.0,427,27,53,11,53.6
179.0,618,23,30,16,36.0
179.0,439,24,49,21,36.8
189.0,377,21,69,22,33.8
199.0,434,28,34,13,49.8
199.0,444,18,46,15,30.200000000000003
199.0,443,27,62,12,54.4
199.0,389,20,37,10,37.4
209.0,470,25,37,14,43.4
219.0,609,15,54,17,23.8
219.0,367,22,39,18,33.8
179.0,510,25,58,18,43.6
189.0,664,26,62,14,50.4
179.0,388,19,51,21,27.200000000000003
189.0,386,26,50,12,50.0
199.0,358,20,61,11,41.2
199.0,661,16,47,19,22.4
199.0,614,17,68,16,31.6
199.0,567,26,39,17,42.8
199.0,423,27,34,21,39.8
219.0,647,27,66,13,54.2
189.0,445,19,50,19,29.0
199.0,641,29,63,18,52.6
199.0,442,16,50,17,25.0
219.0,583,19,48,16,31.6
199.0,359,18,54,21,25.8
239.0,350,24,54,12,46.8
149.0,379,20,68,12,41.6
169.0,487,21,69,19,36.8
179.0,614,17,41,16,26.200000000000003
179.0,410,21,40,13,37.0
179.0,464,29,58,14,55.6
179.0,457,23,41,22,32.2
199.0,574,18,60,15,33.0
199.0,493,15,34,20,16.8
219.0,576,15,47,22,17.4
219.0,659,21,38,11,38.6
179.0,639,22,36,24,27.2
179.0,366,20,57,22,29.4
159.0,393,25,47,17,42.4
159.0,423,20,36,20,27.2
189.0,428,23,36,11,42.2
219.0,395,19,38,16,29.6
249.0,600,27,48,11,52.6
269.0,440,18,48,10,35.6
219.0,620,19,53,23,25.6
219.0,611,28,52,20,46.4
249.0,561,29,35,19,46.0
249.0,558,24,66,10,51.2
249.0,633,29,39,20,45.8
249.0,602,24,36,21,34.2
249.0,516,18,35,22,21.0
249.0,536,24,68,24,37.6
269.0,577,17,63,17,29.6
269.0,650,25,33,14,42.6
349.0,443,26,36,16,43.2
109.0,486,18,38,14,29.6
129.0,367,19,44,11,35.8
169.0,607,22,68,15,42.6
169.0,636,26,62,21,43.4
189.0,503,28,62,23,45.4
119.0,484,22,49,10,43.8
129.0,480,18,68,10,39.6
129.0,595,22,43,10,42.6
169.0,497,15,38,10,27.6
189.0,375,28,30,12,50.0
109.0,356,24,66,24,37.2
109.0,597,25,40,15,43.0
57.14,484,23,67,22,37.4
57.14,587,28,30,24,38.0
57.14,430,23,58,19,38.6
57.14,692,27,59,19,46.8
119.0,586,21,67,10,45.4
119.0,618,21,46,12,39.2
119.0,407,25,53,21,39.6
119.0,606,20,63,10,42.6
119.0,370,19,47,15,32.4
149.0,461,24,47,15,42.4
149.0,483,20,51,13,37.2
149.0,541,17,68,23,24.6
149.0,463,26,66,23,42.2
179.0,689,17,38,10,31.6
179.0,370,19,57,11,38.4
55.0,598,20,41,22,26.200000000000003
350.0,756,29,54,39,29.8
380.0,773,33,73,33,47.6
380.0,638,29,75,21,52.0
350.0,514,20,47,37,12.4
340.0,758,21,50,29,23.0
390.0,635,32,81,37,43.2
410.0,498,23,62,23,35.4
350.0,647,29,65,39,32.0
390.0,678,29,49,30,37.8
360.0,777,24,61,25,35.2
390.0,616,15,65,32,11.0
360.0,764,24,62,26,34.4
410.0,687,26,53,26,36.6
400.0,626,34,47,25,52.4
395.0,744,30,60,37,35.0
395.0,780,17,82,37,13.400000000000002
395.0,452,29,51,35,33.2
350.0,497,17,80,34,16.0
475.0,637,29,85,35,40.0
425.0,627,26,70,21,45.0
410.0,489,30,43,39,29.6
400.0,642,18,45,37,8.0
400.0,675,20,87,22,35.400000000000006
390.0,684,26,48,36,25.6
380.0,588,21,79,24,33.8
370.0,631,21,76,23,34.2
340.0,618,18,59,33,14.8
325.0,754,30,61,37,35.2
185.0,727,21,62,38,16.4
185.0,740,30,41,22,46.2
425.0,684,24,57,20,39.4
425.0,455,21,51,24,28.200000000000003
380.0,739,23,59,27,30.8
390.0,502,16,59,23,20.8
529.66,611,34,54,37,41.8
529.66,645,32,82,23,57.400000000000006
410.0,630,33,75,38,43.0
320.0,725,32,75,28,51.0
350.0,505,17,67,31,16.4
310.0,667,26,60,22,42.0
310.0,701,25,43,26,32.6
400.0,596,21,68,38,17.6
310.0,544,30,46,21,48.2
250.0,648,23,80,24,38.0
410.0,616,22,45,38,15.0
380.0,679,17,59,25,20.8
529.66,592,26,54,37,25.8
529.66,591,29,43,20,46.6
529.66,467,19,43,26,20.6
529.66,720,17,85,25,26.0
529.66,651,22,86,22,39.2
529.66,654,30,48,33,36.6
529.66,775,17,73,24,24.6
529.66,536,24,67,37,24.4
529.66,497,30,61,38,34.2
395.0,551,19,59,39,10.8
529.66,482,27,80,28,42.0
395.0,457,24,87,22,43.400000000000006
410.0,769,24,62,39,21.4
410.0,675,32,50,39,35.0
270.0,619,32,50,21,53.0
270.0,640,28,74,26,44.8
300.0,651,22,82,25,35.400000000000006
300.0,604,30,74,23,51.8
390.0,502,21,78,29,28.6
410.0,474,33,74,26,54.8
430.0,585,30,70,38,36.0
400.0,541,19,62,26,24.4
410.0,774,34,44,21,55.8
410.0,578,18,55,22,25.0
410.0,520,30,59,29,42.8
410.0,732,20,47,36,13.4
529.66,697,18,50,26,20.0
529.66,577,20,79,28,27.8
529.66,547,29,62,37,33.4
529.66,710,28,44,25,39.8
529.66,655,15,88,35,12.6
529.66,619,16,41,33,7.200000000000001
529.66,678,33,46,22,53.2
529.66,588,31,75,24,53.0
395.0,793,32,81,28,52.2
395.0,718,19,43,21,25.6
410.0,780,18,77,29,22.4
410.0,668,29,47,37,30.4
320.0,610,29,73,38,34.6
350.0,774,22,79,32,27.8
350.0,623,22,59,30,25.8
350.0,534,19,74,28,24.8
350.0,504,16,51,35,7.200000000000001
325.0,688,24,48,31,26.6
310.0,741,25,70,25,39.0
310.0,733,27,58,22,43.6
310.0,569,30,75,32,43.0
320.0,738,18,69,22,27.8
390.0,657,15,44,32,6.800000000000001
390.0,673,28,83,23,49.6
390.0,609,20,88,27,30.6
390.0,631,23,66,39,20.200000000000003
390.0,571,31,56,22,51.2
290.0,624,23,47,26,29.4
330.0,729,29,43,26,40.6
350.0,665,23,84,23,39.8
425.0,778,24,47,24,33.4
390.0,496,33,87,32,51.400000000000006
400.0,501,29,54,28,40.8
360.0,617,33,55,21,56.0
360.0,798,17,64,23,23.8
360.0,531,27,47,25,38.4
370.0,651,16,78,20,27.6
380.0,664,18,61,33,15.2
400.0,786,18,85,28,25.0
400.0,790,19,48,26,21.6
475.0,492,24,44,39,17.8
445.0,506,33,50,33,43.0
425.0,708,31,40,27,43.0
400.0,749,19,42,25,21.4
400.0,625,15,68,30,13.6
475.0,547,27,48,20,43.6
460.0,474,31,67,34,41.4
415.0,703,20,55,33,18.0
350.0,598,32,80,31,49.0
375.0,639,15,67,32,11.4
380.0,779,26,58,34,29.6
400.0,588,26,56,31,32.2
400.0,549,26,88,39,30.6
360.0,601,28,68,28,41.6
400.0,789,24,61,21,39.2
340.0,686,20,68,30,23.6
390.0,727,25,67,25,38.4
390.0,481,34,75,23,60.0
390.0,454,26,77,25,42.4
390.0,717,30,84,35,41.8
390.0,518,30,78,28,47.6
390.0,778,17,60,29,17.0
400.0,716,18,72,29,21.4
390.0,721,32,40,32,40.0
390.0,717,22,68,21,36.6
390.0,744,21,48,23,28.6
400.0,631,33,89,36,47.8
360.0,794,24,88,37,28.6
360.0,735,22,68,21,36.6
350.0,655,27,79,38,31.8
340.0,752,21,61,29,25.200000000000003
360.0,453,24,44,26,30.8
240.0,664,23,57,38,19.4
260.0,570,34,48,23,54.6
285.0,593,34,74,20,62.8
295.0,779,34,82,28,56.400000000000006
410.0,470,32,85,22,59.0
425.0,646,29,58,24,45.6
425.0,455,20,62,37,15.4
425.0,751,18,80,36,16.0
410.0,601,24,62,21,39.4
410.0,528,34,40,35,41.0
395.0,722,25,83,39,27.6
110.0,606,16,43,30,10.6
395.0,499,30,51,24,46.2
395.0,481,15,73,36,8.600000000000001
210.0,471,24,67,20,41.4
205.0,598,15,44,39,-0.1999999999999993
205.0,534,17,55,20,25.0
205.0,682,25,48,31,28.6
205.0,476,26,51,22,40.2
195.0,796,33,75,24,57.0
235.0,632,20,67,24,29.4
225.0,619,18,41,30,14.2
220.0,502,31,47,31,40.4
285.0,792,26,84,24,44.8
295.0,575,21,47,23,28.4
195.0,541,26,77,34,33.4
185.0,731,28,66,25,44.2
185.0,482,32,80,29,51.0
185.0,554,25,58,32,29.6
185.0,633,15,69,27,16.8
185.0,735,32,86,31,50.2
160.0,669,25,47,32,27.4
160.0,580,20,44,29,19.8
240.0,604,31,69,34,41.8
230.0,676,33,65,21,58.0
240.0,788,34,85,33,52.0
260.0,772,29,81,37,37.2
230.0,626,34,89,34,51.8
260.0,723,29,62,29,41.4
360.0,566,25,85,20,47.0
380.0,734,27,80,33,37.0
55.0,668,17,72,32,16.4
60.0,618,33,68,30,49.6
259.0,142,1,18,2,3.6
199.0,175,4,7,4,5.4
259.0,115,2,8,1,4.6
239.0,125,0,7,2,-0.5999999999999999
169.0,64,1,16,4,1.2000000000000002
249.0,172,3,9,3,4.8
109.0,128,1,10,4,0.0
269.0,113,0,25,0,5.0
229.0,60,2,16,3,4.2
149.0,103,1,9,3,0.8
359.0,180,1,18,0,5.6
309.0,168,2,14,0,6.800000000000001
299.0,197,1,8,2,1.6
289.0,119,0,27,3,2.4000000000000004
269.0,107,1,20,4,2.0
259.0,113,3,8,1,6.6
249.0,193,2,5,1,4.0
249.0,112,4,26,0,13.2
249.0,150,3,6,1,6.2
249.0,187,4,22,3,9.4
249.0,176,0,19,3,0.8000000000000003
249.0,150,1,5,3,0.0
239.0,109,3,23,2,8.600000000000001
239.0,68,4,14,1,9.8
229.0,75,0,20,0,4.0
229.0,185,3,6,3,4.2
229.0,174,1,20,3,3.0
209.0,112,3,11,0,8.2
189.0,151,0,19,4,-0.1999999999999997
139.0,162,3,20,1,9.0
129.0,175,2,24,4,4.800000000000001
229.0,159,2,5,0,5.0
199.0,76,4,15,3,8.0
309.0,94,2,28,4,5.6000000000000005
269.0,129,0,28,2,3.6000000000000005
359.0,59,1,10,0,4.0
159.0,187,2,19,3,4.800000000000001
209.0,71,2,18,1,6.6
209.0,76,3,13,2,6.6
139.0,103,2,17,3,4.4
229.0,105,1,21,1,5.2
219.0,187,3,15,1,8.0
149.0,174,3,23,1,9.6
209.0,93,2,20,0,8.0
229.0,147,2,8,2,3.6
219.0,50,2,15,3,4.0
259.0,167,4,19,1,10.8
189.0,124,4,5,3,6.0
229.0,112,3,8,4,3.6
229.0,169,0,13,2,0.6000000000000001
229.0,63,3,13,1,7.6
259.0,91,3,13,2,6.6
159.0,148,4,16,2,9.2
229.0,81,1,21,1,5.2
269.0,187,1,25,3,4.0
169.0,66,4,12,3,7.4
199.0,148,0,27,3,2.4000000000000004
229.0,102,3,13,3,5.6
249.0,112,4,14,2,8.8
229.0,76,3,12,4,4.4
249.0,85,4,28,1,12.6
239.0,92,1,29,0,7.800000000000001
169.0,56,3,28,2,9.6
209.0,68,1,15,3,2.0
139.0,145,1,10,1,3.0
109.0,172,1,26,0,7.2
299.0,61,3,29,3,8.8
269.0,120,2,15,1,6.0
209.0,98,1,16,4,1.2000000000000002
229.0,97,1,28,0,7.6
289.0,127,0,18,4,-0.3999999999999999
259.0,121,4,15,4,7.0
189.0,77,1,5,4,-1.0
269.0,134,2,16,3,4.2
229.0,54,3,27,2,9.4
229.0,73,2,27,4,5.4
259.0,107,2,23,0,8.600000000000001
259.0,66,3,27,1,10.4
249.0,176,4,25,1,12.0
299.0,63,3,11,3,5.2
219.0,135,1,6,0,3.2
219.0,64,4,26,3,10.2
229.0,142,4,26,3,10.2
229.0,162,0,22,1,3.4000000000000004
239.0,159,4,12,4,6.4
239.0,80,1,24,4,2.8000000000000007
239.0,138,4,13,1,9.6
229.0,174,0,18,0,3.6
259.0,170,0,26,4,1.2000000000000002
249.0,100,0,8,3,-1.4
149.0,170,3,16,0,9.2
179.0,65,0,20,0,4.0
149.0,116,3,27,0,11.4
209.0,144,1,16,0,5.2
119.0,130,2,25,1,8.0
109.0,140,0,7,1,0.4000000000000001
239.0,102,3,29,1,10.8
129.0,192,4,21,0,12.2
159.0,105,0,7,3,-1.6
159.0,135,4,13,4,6.6
529.66,84,0,8,0,1.6
529.66,71,3,15,1,8.0
529.66,56,2,13,1,5.6
529.66,75,0,28,4,1.6000000000000003
529.66,72,3,18,0,9.6
529.66,178,1,6,2,1.2000000000000002
529.66,129,4,23,3,9.6
529.66,161,2,8,4,1.6
529.66,190,2,23,0,8.600000000000001
529.66,141,4,29,4,9.8
259.0,137,1,10,4,0.0
339.0,56,0,16,2,1.2000000000000002
309.0,50,0,19,0,3.8
249.0,169,2,17,3,4.4
379.0,113,3,17,4,5.4
289.0,159,4,7,2,7.4
299.0,188,4,19,1,10.8
309.0,55,1,20,0,6.0
369.0,91,0,20,0,4.0
339.0,80,3,6,2,5.2
299.0,164,0,15,4,-1.0
219.0,193,4,23,4,8.600000000000001
229.0,124,3,28,0,11.6
299.0,90,3,23,4,6.6000000000000005
259.0,122,2,16,1,6.2
299.0,156,1,18,3,2.6
259.0,128,0,10,0,2.0
299.0,112,4,19,0,11.8
219.0,62,1,25,3,4.0
259.0,125,4,19,4,7.800000000000001
299.0,190,4,11,4,6.2
133.2,82,1,16,4,1.2000000000000002
133.2,120,3,10,0,8.0
189.0,174,3,6,0,7.2
109.0,109,1,18,2,3.6
109.0,101,2,20,0,8.0
219.0,147,0,11,4,-1.7999999999999998
249.0,124,1,9,1,2.8
249.0,74,2,28,2,7.6
229.0,129,3,8,4,3.6
249.0,163,1,29,2,5.800000000000001
209.0,81,3,26,4,7.2
239.0,53,1,11,3,1.2000000000000002
209.0,180,4,8,2,7.6
249.0,99,0,18,2,1.6
159.0,113,4,28,1,12.6
209.0,172,1,28,3,4.6000000000000005
229.0,59,1,9,1,2.8
209.0,80,3,17,4,5.4
219.0,54,1,18,2,3.6
249.0,67,0,22,0,4.4
229.0,93,2,8,1,4.6
109.0,133,1,12,4,0.4000000000000003
139.0,63,2,6,1,4.2
225.0,579,15,69,16,27.8
220.0,689,20,65,22,31.0
320.0,654,16,30,19,19.0
270.0,604,26,39,11,48.8
220.0,592,18,42,20,24.4
150.0,360,24,30,13,41.0
400.0,520,29,31,15,49.2
230.0,566,28,33,20,42.6
55.0,566,20,32,10,36.4
220.0,413,28,62,20,48.4
220.0,531,24,66,21,40.2
410.0,686,23,67,11,48.4
220.0,594,26,59,19,44.8
130.0,508,27,33,14,46.6
250.0,629,19,44,21,25.8
290.0,419,29,48,14,53.6
55.0,513,28,34,15,47.8
195.0,363,19,55,18,31.0
220.0,392,17,56,22,23.200000000000003
120.0,408,16,37,16,23.4
55.0,637,17,68,11,36.6
130.0,593,18,36,21,22.2
150.0,465,15,37,16,21.4
230.0,679,26,66,24,41.2
325.0,367,20,43,18,30.6
250.0,547,16,69,11,34.8
270.0,557,26,38,16,43.6
290.0,423,23,34,20,32.8
290.0,502,28,54,13,53.8
370.0,699,18,67,23,26.4
130.0,521,17,33,10,30.6
160.0,397,28,42,24,40.4
210.0,371,17,57,16,29.4
195.0,393,24,45,11,46.0
220.0,600,26,33,17,41.6
220.0,644,29,34,19,45.8
225.0,618,26,55,14,49.0
320.0,529,21,55,19,34.0
400.0,594,19,32,23,21.4
410.0,588,29,45,16,51.0
220.0,363,28,60,15,53.0
220.0,665,29,46,12,55.2
220.0,583,25,47,24,35.4
55.0,588,18,62,16,32.4
55.0,438,24,46,13,44.2
55.0,486,26,34,11,47.8
55.0,487,29,55,11,58.0
75.0,568,15,34,12,24.8
85.0,543,28,68,22,47.6
120.0,508,15,30,23,13.0
130.0,499,23,30,19,33.0
135.0,478,23,57,12,45.4
190.0,450,15,66,22,21.200000000000003
220.0,456,17,52,19,25.4
220.0,501,25,40,16,42.0
95.0,428,27,49,14,49.8
349.0,130,1,5,2,1.0
110.0,198,0,8,3,-1.4
179.0,110,4,29,0,13.8
249.0,133,2,23,0,8.600000000000001
148.0,110,2,21,3,5.2
99.0,128,2,16,2,5.2
135.0,159,3,18,1,8.6
165.0,97,0,25,2,3.0
110.0,90,4,21,0,12.2
250.0,126,2,12,4,2.4000000000000004
110.0,145,3,28,1,10.6
499.0,183,2,11,0,6.2
135.0,86,1,12,4,0.4000000000000003
175.0,134,4,12,3,7.4
275.0,113,3,10,0,8.0
275.0,149,3,26,0,11.2
220.0,107,3,13,1,7.6
159.0,191,1,26,3,4.2
139.0,77,0,21,4,0.2000000000000001
165.0,89,2,9,4,1.8
225.0,122,0,5,2,-1.0
148.0,135,1,27,1,6.4
165.0,97,1,19,0,5.800000000000001
249.0,183,4,5,3,6.0
225.0,135,1,29,4,3.8000000000000007
165.0,102,4,10,0,10.0
220.0,149,0,5,1,0.0
499.0,112,1,21,0,6.2
279.0,161,1,15,1,4.0
349.0,135,3,7,1,6.4
251.0,101,3,5,3,4.0
251.0,167,3,6,3,4.2
275.0,59,1,5,2,1.0
465.0,199,1,21,4,2.2
230.0,168,1,24,0,6.800000000000001
250.0,68,0,14,0,2.8000000000000003
250.0,133,3,5,2,5.0
250.0,175,2,18,3,4.6
275.0,65,2,10,2,4.0
250.0,108,3,21,0,10.2
250.0,181,1,21,2,4.2
139.0,128,1,27,2,5.4
110.0,62,0,29,1,4.800000000000001
110.0,173,1,11,0,4.2
175.0,172,2,28,4,5.6000000000000005
165.0,108,2,10,1,5.0
165.0,127,3,16,2,7.2
165.0,196,1,13,3,1.6
165.0,142,3,14,3,5.800000000000001
165.0,118,3,15,1,8.0
225.0,110,4,29,0,13.8
225.0,125,2,21,0,8.2
225.0,133,3,24,0,10.8
225.0,82,2,23,4,4.6000000000000005
190.0,199,3,22,3,7.4
210.0,72,1,11,0,4.2
225.0,116,1,13,2,2.6
159.0,108,3,17,4,5.4
105.0,120,3,11,3,5.2
135.0,103,3,27,1,10.4
99.0,179,4,17,0,11.4
148.0,137,2,25,3,6.0
139.0,138,2,20,1,7.0
179.0,101,4,28,1,12.6
148.0,116,0,25,3,2.0
139.0,146,4,17,2,9.4
139.0,98,0,8,0,1.6
80.0,153,2,27,1,8.4
110.0,95,3,10,2,6.0
129.0,68,4,16,3,8.2
129.0,124,3,28,4,7.6
129.0,138,1,25,2,5.0
129.0,138,0,29,2,3.8000000000000007
99.0,76,2,16,0,7.2
105.0,148,0,20,2,2.0
135.0,67,0,17,1,2.4000000000000004
55.0,55,2,6,1,4.2
147.0,114,2,22,4,4.4
129.0,56,0,11,2,0.2000000000000001
147.0,131,1,6,4,-0.7999999999999998
129.0,168,1,23,2,4.6000000000000005
129.0,56,2,27,0,9.4
147.0,94,3,12,4,4.4
139.0,96,0,16,2,1.2000000000000002
141.0,194,4,28,0,13.6
139.0,71,3,13,1,7.6
147.0,164,0,26,2,3.2
109.0,173,4,28,3,10.6
129.0,63,1,20,3,3.0
139.0,107,2,25,1,8.0
118.0,54,4,17,0,11.4
139.0,122,1,5,1,2.0
139.0,60,2,6,3,2.2
139.0,98,3,13,2,6.6
147.0,153,0,7,3,-1.6
279.0,168,4,12,0,10.4
129.0,125,3,25,0,11.0
109.0,161,0,22,3,1.4000000000000004
147.0,57,3,8,4,3.6
147.0,144,1,27,1,6.4
139.0,50,4,18,2,9.6
139.0,160,3,16,4,5.2
129.0,158,1,9,4,-0.1999999999999999
129.0,88,4,19,1,10.8
129.0,167,1,7,3,0.4000000000000001
118.0,173,4,13,1,9.6
329.0,172,1,26,4,3.2
329.0,197,1,28,2,5.6000000000000005
269.0,149,3,18,2,7.6
139.0,150,0,12,3,-0.5999999999999996
129.0,140,4,24,1,11.8
139.0,113,3,21,2,8.2
141.0,182,3,20,3,7.0
139.0,197,1,22,2,4.4
139.0,94,0,10,1,1.0
139.0,101,3,29,3,8.8
139.0,68,0,13,0,2.6
139.0,90,1,5,0,3.0
147.0,136,2,21,2,6.2
147.0,97,1,10,3,1.0
147.0,158,3,27,4,7.4
147.0,108,0,28,4,1.6000000000000003
147.0,95,0,10,1,1.0
147.0,183,1,25,1,6.0
269.0,92,3,13,3,5.6
139.0,191,2,21,0,8.2
139.0,56,2,29,0,9.8
139.0,167,3,19,0,9.8
139.0,156,4,13,3,7.6
147.0,91,0,25,0,5.0
147.0,104,0,22,4,0.4000000000000003
147.0,86,4,24,4,8.8
279.0,192,0,27,1,4.4
329.0,85,4,24,3,9.8
329.0,132,1,27,2,5.4
109.0,74,2,23,2,6.6000000000000005
109.0,61,2,27,1,8.4
118.0,118,3,15,2,7.0
118.0,121,4,9,4,5.8
129.0,136,2,15,3,4.0
129.0,166,2,8,4,1.6
129.0,109,2,14,2,4.800000000000001
129.0,50,1,7,3,0.4000000000000001
129.0,122,2,13,0,6.6
129.0,108,3,24,0,10.8
129.0,184,0,23,2,2.6000000000000005
129.0,86,2,6,2,3.2
129.0,118,4,28,3,10.6
239.0,799,17,50,22,22.0
359.0,752,29,58,31,38.6
219.0,611,22,69,37,20.8
259.0,542,29,89,27,48.8
259.0,740,16,83,25,23.6
198.0,454,31,62,25,49.4
239.0,635,29,80,36,38.0
239.0,469,27,44,20,42.8
198.0,490,33,40,39,35.0
99.0,658,18,42,32,12.4
239.0,792,34,62,21,59.4
239.0,652,24,79,34,29.8
159.0,484,20,71,36,18.200000000000003
198.0,589,20,40,27,21.0
399.0,706,18,89,36,17.8
99.0,676,16,45,38,3.0
119.0,700,28,70,27,43.0
299.0,461,29,72,32,40.4
259.0,536,18,82,27,25.4
239.0,744,26,65,21,44.0
198.0,500,25,76,37,28.200000000000003
198.0,489,34,59,29,50.8
198.0,551,20,55,33,18.0
198.0,504,28,40,22,42.0
198.0,688,29,86,38,37.2
239.0,522,28,52,31,35.4
239.0,680,22,54,21,33.8
239.0,615,20,72,31,23.4
239.0,551,28,45,32,33.0
239.0,780,15,46,30,9.2
239.0,759,24,77,26,37.4
239.0,620,32,62,31,45.4
239.0,707,29,56,34,35.2
239.0,496,28,44,34,30.8
259.0,586,16,70,21,25.0
259.0,793,30,86,21,56.2
259.0,569,20,85,27,30.0
259.0,524,28,59,34,33.8
259.0,567,29,66,37,34.2
359.0,690,20,53,39,11.6
529.66,593,18,62,21,27.4
529.66,639,21,46,24,27.200000000000003
529.66,642,22,53,28,26.6
379.0,733,17,86,24,27.2
529.66,543,19,58,38,11.6
